bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin;
271;1;24.518489;11.95717;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
272;2;94.874123;33.978024;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
273;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
274;1;19.857506;3.2327704;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
275;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
276;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
277;2;21.587604;1.4926696;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
278;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
279;1;65.181061;28.309397;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
280;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
281;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;20.0;1;1.10000;0.90000;
282;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
283;1;46.822228;9.3032363;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
284;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
285;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
286;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
287;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
288;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
289;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;20.0;1;1.10000;0.90000;
290;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
291;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
292;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
293;1;82.879113;23.748622;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
294;1;42.326655;7.6516767;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
295;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
296;1;26.437925;12.155357;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
297;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;22.0;1;1.10000;0.90000;
298;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
299;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
300;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
301;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;20.0;1;1.10000;0.90000;
302;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
303;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
304;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
305;1;17.47165;6.5354069;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
306;2;24.707977;6.9447067;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
307;2;20.788554;8.4780081;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
308;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
309;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
310;1;26.569575;10.834736;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
311;3;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
312;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;22.0;1;1.10000;0.90000;
313;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
314;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
315;1;28.821221;6.6251027;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
316;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
317;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
318;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
319;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
320;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;22.0;1;1.10000;0.90000;
321;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
322;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
323;1;6.1026702;2.0705808;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
324;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
325;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
326;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
327;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
328;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
329;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
330;2;28.607097;6.9527037;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
331;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
332;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
333;1;65.998734;3.4222302;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
334;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;24.0;1;1.10000;0.90000;
335;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
336;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
337;1;6.1773376;1.4309847;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
338;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
339;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
340;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
341;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
342;1;7.3234902;2.4741104;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
343;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;22.0;1;1.10000;0.90000;
344;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
345;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
346;2;8.0707531;2.1681249;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
347;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
348;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
349;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
350;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
351;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
352;1;14.16372;5.0631296;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
353;1;4.9543315;0.23688144;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
354;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
355;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
356;2;32.855296;5.0755952;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
357;2;46.85709;33.217979;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
358;2;22.165399;8.5270039;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
359;2;54.230477;6.9383726;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
360;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
361;1;43.192629;10.249115;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
362;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
363;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
364;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
365;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
366;1;5.1225567;1.2692577;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
367;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
368;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
369;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
370;1;17.014444;4.4631849;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
371;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
372;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
373;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
374;1;0.091213132;0.024323502;0.0;39.5883121729;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
375;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
376;1;1.618239;0.24084968;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
377;1;12.908702;5.2720275;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
378;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
379;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
380;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
381;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
382;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
383;1;79.315526;17.397031;0.0;-5.87556561979;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
384;2;20.46594;11.807237;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
385;1;0.0;0.0;0.0;-9.49933283605;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
386;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
387;1;4.3260264;0.71403963;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
388;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
389;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
390;1;24.399377;4.9612335;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
391;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
392;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
393;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;24.0;1;1.10000;0.90000;
394;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
395;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
396;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
397;1;51.748709;3.935921;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
398;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
399;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
400;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
401;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;20.0;1;1.10000;0.90000;
402;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
403;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
404;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
405;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
406;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
407;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.2;1;1.10000;0.90000;
408;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;20.0;1;1.10000;0.90000;
409;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
410;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
411;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
412;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
413;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
414;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
415;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
416;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
417;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
418;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
419;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
420;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
421;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
422;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
423;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
424;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
425;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
426;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
427;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
428;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
429;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
430;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
431;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
432;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
433;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
434;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;22.0;1;1.10000;0.90000;
435;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
436;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
437;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;24.0;1;1.10000;0.90000;
438;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
439;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
440;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
441;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
442;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
443;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
444;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
445;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
446;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
447;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
448;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
449;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
450;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;24.0;1;1.10000;0.90000;
451;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
452;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
453;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
454;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
455;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
456;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;20.0;1;1.10000;0.90000;
457;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
458;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;24.0;1;1.10000;0.90000;
459;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;24.0;1;1.10000;0.90000;
460;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
461;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
462;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
463;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
464;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;18.0;1;1.10000;0.90000;
465;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
466;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
467;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
468;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
469;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
470;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
471;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;22.0;1;1.10000;0.90000;
472;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
473;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
474;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
475;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
476;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
477;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
478;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
479;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
480;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
481;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
482;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;20.0;1;1.10000;0.90000;
483;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
484;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
485;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;22.0;1;1.10000;0.90000;
486;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
487;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
488;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
489;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
490;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
491;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
492;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
493;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
494;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;13.8;1;1.10000;0.90000;
495;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
496;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
497;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
498;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;345.0;1;1.10000;0.90000;
499;2;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;1.10000;0.90000;
500;1;0.0;0.0;0.0;0.0;1;1.00000;0.00000;138.0;1;
