bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin;
1888;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1895;1;20.82;-0.0;0.0;0.14;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1896;1;-0.0;-0.0;0.0;1.18;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1910;1;-0.0;0.0;0.0;2.68;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1914;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1917;1;197.5;-31.0;0.0;17.34;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1923;1;192.11;45.5;0.0;68.04;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
1940;1;0.0;0.0;0.0;1.19;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1959;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1965;1;248.7;8.1;0.0;12.46;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1973;1;210.1;66.2;0.0;59.36;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1979;1;0.0;0.0;0.0;0.14;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1980;1;177.3;36.4;0.0;0.7;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
1998;1;25.73;7.3;0.0;2.82;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2012;1;41.45;4.9;0.0;18.43;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2019;1;72.08;21.3;0.0;7.19;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2020;1;0.0;0.0;0.0;9.98;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2021;1;3.9;1.0;0.0;3.81;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2035;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2042;1;14.02;6.5;0.0;0.09;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2043;1;3.2;1.7;0.0;0.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2044;1;0.0;0.0;0.0;0.14;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2050;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2056;1;-0.0;0.0;0.0;7.338808;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2057;1;120.2;20.5;0.0;19.94;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2072;1;101.2;2.1;0.0;38.43;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2078;1;77.19;18.6;0.0;2.22;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2079;1;0.0;-0.0;0.0;13.94;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2083;1;121.4;20.2;0.0;16.61;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2085;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2088;1;-0.0;0.0;0.0;6.02;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2089;1;199.86;56.93;0.0;46.83;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2093;1;-5.64;-2.84;0.0;34.582195;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2101;1;-0.0;-0.0;0.0;38.32;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2128;1;79.09;18.7;0.0;10.8;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2129;1;0.0;0.0;0.0;56.686515;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2132;1;107.3;14.2;0.0;20.23;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2142;1;0.0;-0.0;0.0;7.63;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2155;1;63.67;20.2;0.0;6.13;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2161;1;35.66;-9.39;0.0;7.89;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2166;1;20.92;7.7;0.0;1.21;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2174;1;0.0;0.0;0.0;61.795782;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2177;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2183;1;0.0;0.0;0.0;32.849821;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2189;1;-0.0;0.0;0.0;0.18;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2197;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2208;1;74.98;26.9;0.0;2.96;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2229;1;0.0;-0.0;0.0;2.91;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2230;1;0.0;-0.0;0.0;1.71;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2231;1;0.0;0.0;0.0;0.45;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2242;1;-0.0;-0.0;0.0;2.76;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2252;1;100.7;-4.2;0.0;1.57;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2273;1;141.3;32.4;0.0;7.29;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2276;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2286;1;208.88;60.8;0.0;6.68;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2288;1;170.9;39.0;0.0;11.25;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2291;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2303;1;0.0;-0.0;0.0;7.94;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2304;1;88.7;-0.1;0.0;2.83;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2308;1;32.04;6.6;0.0;0.44;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2313;1;0.0;-0.0;0.0;0.41;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2319;1;39.64;20.9;0.0;0.65;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2327;1;114.5;25.2;0.0;17.57;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2328;1;-0.0;0.0;0.0;0.4;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2337;1;103.4;27.0;0.0;1.41;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2340;1;96.91;13.9;0.0;3.98;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2341;1;-0.0;0.0;0.0;3.28;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2359;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2360;1;215.5;31.3;0.0;14.23;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2361;1;16.9;3.85;0.0;25.09;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2365;1;37.94;15.4;0.0;117.386167;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2372;1;0.0;-0.0;0.0;14.490904;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2377;1;101.7;17.6;0.0;13.14;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2393;1;20.82;0.0;0.0;0.13;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2406;1;0.0;0.0;0.0;1.69;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2421;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2424;1;44.55;16.8;0.0;2.31;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2425;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2426;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2430;1;-0.0;0.0;0.0;6.21;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2432;1;291.2;35.4;0.0;21.87;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2438;1;-0.0;0.0;0.0;0.64;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2446;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2457;1;30.73;9.6;0.0;2.75;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2458;1;132.0;26.0;0.0;27.18;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2467;1;0.0;-0.0;0.0;11.65;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2468;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2475;1;0.0;0.0;0.0;0.21;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2479;1;-2.65;-1.17;0.0;65.673108;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2481;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2489;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2503;1;-0.0;0.0;0.0;2.09;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2510;1;115.87;29.41;0.0;7.92;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2518;1;-5.29;-1.91;0.0;42.622979;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2526;1;238.45;46.86;0.0;125.534496;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2527;1;59.77;16.7;0.0;0.64;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2535;1;51.56;2.1;0.0;0.18;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2550;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2558;1;159.27;38.31;0.0;2.18;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2563;1;52.86;13.0;0.0;6.04;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2575;1;62.97;17.4;0.0;0.3;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2591;1;253.77;84.6;0.0;20.71;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2597;1;14.72;5.4;0.0;0.72;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2598;1;25.63;12.7;0.0;8.42;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2600;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2627;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2629;1;203.1;65.2;0.0;0.64;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2641;1;0.0;0.0;0.0;1.72;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2644;1;0.0;0.0;0.0;0.19;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2653;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2654;1;207.1;50.4;0.0;4.93;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2656;1;-0.72;0.0;0.0;69.582294;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2676;1;123.24;23.65;0.0;6.44;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2689;1;0.0;0.0;0.0;0.45;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2695;1;16.22;8.9;0.0;2.2;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2702;1;151.7;27.6;0.0;6.49;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2719;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2721;1;-0.0;0.0;0.0;10.040547;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2732;1;85.59;20.72;0.0;142.79;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2749;1;55.56;26.5;0.0;1.09;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2751;1;34.54;8.6;0.0;5.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2754;1;-0.0;0.0;0.0;3.72;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2770;1;85.39;14.3;0.0;0.35;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2782;1;-28.13;-0.81;0.0;0.1;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2786;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.30000;0.70000;
2794;1;0.0;-0.0;0.0;0.39;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2795;1;-0.0;-0.0;0.0;1.94;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2797;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2799;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2801;1;0.0;-0.0;0.0;12.17;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2806;1;-0.0;-0.0;0.0;0.39;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2815;1;25.33;14.2;0.0;4.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2816;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2841;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2842;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2847;1;40.14;8.8;0.0;0.82;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2848;1;453.23;139.16;0.0;25.583218;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2850;1;-0.0;-0.0;0.0;4.76;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2854;1;-12.33;-2.65;0.0;69.323028;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2863;1;37.73;13.84;0.0;0.09;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2866;1;-0.0;0.0;0.0;4.21;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2872;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2877;1;29.93;-0.0;0.0;0.46;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2878;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2886;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2888;1;-0.0;0.0;0.0;0.22;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2889;1;-0.0;0.0;0.0;3.2;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2898;1;56.76;13.4;0.0;1.18;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2902;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2910;1;-0.0;0.0;0.0;2.87;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2918;1;0.0;0.0;0.0;53.25003;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2919;1;-0.0;0.0;0.0;32.049116;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2924;1;19.92;7.4;0.0;17.28;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2928;1;0.0;-0.0;0.0;92.38;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2930;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2931;1;230.7;19.3;0.0;4.56;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2934;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2938;1;0.0;-0.0;0.0;137.29;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2940;1;103.0;28.7;0.0;2.88;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2949;1;-0.0;-0.0;0.0;11.03;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2961;1;159.9;53.2;0.0;7.99;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2967;1;0.0;-0.0;0.0;0.19;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2968;1;112.51;16.51;0.0;1.63;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2972;1;97.82;20.59;0.0;6.67;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2980;1;-0.0;0.0;0.0;0.42;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
2981;1;-0.0;0.0;0.0;1.68;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2985;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
2995;1;0.0;-0.0;0.0;3.9;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3013;1;2.2;1.1;0.0;0.67;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3018;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3019;1;0.0;-0.0;0.0;1.37;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3021;1;74.38;8.8;0.0;6.1;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3022;1;149.0;19.8;0.0;23.89;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3028;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3036;1;116.93;33.6;0.0;3.35;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3037;1;221.0;146.8;0.0;8.35;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3044;1;29.33;5.6;0.0;6.56;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3051;1;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3069;1;89.6;22.7;0.0;4.06;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3070;1;0.0;-0.0;0.0;4.27;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3071;1;0.0;-0.0;0.0;2.83;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3072;1;92.9;27.7;0.0;5.22;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3075;1;30.33;10.5;0.0;0.33;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3082;1;0.0;0.0;0.0;75.076038;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3083;1;567.97;130.73;0.0;1.09;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3085;1;64.67;24.5;0.0;1.46;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3112;1;-0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3114;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3121;1;242.16;73.64;0.0;12.79;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3126;1;104.78;20.92;0.0;6.17;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3133;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3134;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3137;1;0.0;-0.0;0.0;0.03;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3145;1;860.95;-182.67;0.0;18.309116;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3166;1;184.91;32.8;0.0;8.35;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3183;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3184;1;14.12;7.7;0.0;1.42;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3187;1;107.0;34.7;0.0;1.54;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3191;1;127.8;15.2;0.0;9.34;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3200;1;86.2;19.9;0.0;5.43;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3204;1;8.51;3.2;0.0;0.96;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3205;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3218;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3221;1;76.38;24.8;0.0;3.24;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3231;1;251.3;42.6;0.0;5.47;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3239;1;-5.06;-1.84;0.0;187.327025;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3240;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3241;1;132.0;27.0;0.0;4.66;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3243;1;-0.0;0.0;0.0;1.18;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3246;1;20.9;-171.5;0.0;0.21;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3248;1;84.19;17.3;0.0;6.2;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3255;1;0.0;0.0;0.0;1.44;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3276;1;-0.0;-0.0;0.0;0.13;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3293;1;33.14;11.6;0.0;4.51;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3306;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3324;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3325;1;-0.0;0.0;0.0;0.91;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3327;1;-0.0;-0.0;0.0;2.27;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3331;1;-0.0;-0.0;0.0;4.56;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3344;1;83.29;24.1;0.0;1.23;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3346;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3353;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3364;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3377;1;77.49;21.4;0.0;0.05;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3390;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3391;1;302.5;65.1;0.0;8.87;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3400;1;0.0;0.0;0.0;17.31;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3401;1;23.22;6.3;0.0;0.66;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3412;1;-0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3422;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3430;1;125.1;44.0;0.0;6.04;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3435;1;-0.0;0.0;0.0;10.13;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3436;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3445;1;45.14;-6.64;0.0;88.82001;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3450;1;78.99;16.2;0.0;1.97;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3481;1;142.5;23.6;0.0;4.24;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3483;1;157.78;276.03;0.0;91.192543;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3485;1;-0.0;0.0;0.0;6.501668;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3486;1;101.5;-18.3;0.0;8.47;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3488;1;55.66;4.5;0.0;1.33;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3492;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3496;1;99.3;23.3;0.0;1.88;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3498;1;138.5;19.3;0.0;5.26;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3499;1;180.4;71.6;0.0;81.042938;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3502;1;98.2;19.1;0.0;10.92;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3503;1;-0.0;0.0;0.0;1.93;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3513;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3519;1;-0.0;0.0;0.0;68.053762;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3520;1;-0.0;0.0;0.0;2.47;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3526;1;33.34;13.2;0.0;0.76;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3535;1;-0.0;0.0;0.0;0.49;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3541;1;0.0;-0.0;0.0;3.34;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3543;1;-0.0;-0.0;0.0;14.079026;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3545;1;20.12;7.6;0.0;0.89;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3557;1;87.2;31.8;0.0;5.96;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3558;1;-0.0;0.0;0.0;2.51;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3565;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3577;1;-38.7;-12.99;0.0;13.47383;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3579;1;277.72;7.35;0.0;3.58;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3580;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3589;1;37.54;18.3;0.0;0.22;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3594;1;31.43;6.6;0.0;3.32;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3601;1;0.0;0.0;0.0;0.23;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3602;1;86.6;14.9;0.0;1.34;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3608;1;0.0;-0.0;0.0;58.146813;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3609;1;-28.13;-0.82;0.0;0.1;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3610;1;185.8;31.8;0.0;3.73;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3611;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3613;1;152.5;14.4;0.0;24.61;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
3643;1;24.23;6.4;0.0;3.9;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3645;1;42.55;17.6;0.0;17.28;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3649;1;-0.0;-0.0;0.0;4.86;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3654;1;20.72;5.0;0.0;6.64;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3656;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3657;1;131.0;1.3;0.0;120.45;0;1.00000;0.00000;220.0;5;1.10000;0.90000;
3661;2;0.0;0.0;0.0;0.0;0;1.00000;0.00000;380.0;5;1.10000;0.90000;
